full_name,pdes,q,ad,a,e,i,om,w,tp,moid,per,per_y,t_jup,pr_class,dt_class,neo,pha
157455 (2004 WV),157455,3.098000233,3.118402645,3.108201439,0.003282029,14.61088984,70.10966518,119.5748945,2460075.277,2.08835,2001.530271,5.479891227,3.17,Asteroid,MBA,N,N
208369 (2001 SL6),208369,2.628793605,3.145432155,2.88711288,0.089473216,0.549190408,231.3374566,35.03398023,2460765.744,1.61219,1791.818735,4.905732333,3.286,Asteroid,MBA,N,N
300265 (2007 HF81),300265,1.80534578,2.571434951,2.188390365,0.175034853,2.28950468,34.73146262,311.692303,2460515.775,0.798701,1182.457712,3.237392777,3.654,Asteroid,MBA,N,N
432486 (2010 EY37),432486,2.786779604,3.389143439,3.087961521,0.09753422,4.274740056,180.1355124,1.071529107,2461129.867,1.78839,1982.011851,5.426452706,3.214,Asteroid,MBA,N,N
151808 (2003 FX77),151808,2.388838999,2.792929394,2.590884196,0.077983106,6.807937251,28.89925636,137.5231111,2460256.334,1.39827,1523.247345,4.170423942,3.405,Asteroid,MBA,N,N
207982 (1997 AY8),207982,2.025792807,3.096177116,2.560984962,0.208979031,6.369361267,134.8497225,253.781887,2460621.221,1.04052,1496.955772,4.098441539,3.395,Asteroid,MBA,N,N
 38072 (1999 GO11),38072,1.903380516,2.729196165,2.316288341,0.178262705,4.232147664,179.4692472,186.4677199,2459633.958,0.900972,1287.618947,3.525308547,3.556,Asteroid,MBA,N,N
 19551 Peterborden (1999 JL62),19551,1.821065674,2.699045894,2.260055784,0.194238617,7.052818669,214.1078581,148.2918652,2460340.961,0.822795,1241.015383,3.397714944,3.586,Asteroid,MBA,N,N
528291 (2008 SL44),528291,1.787813784,2.649782295,2.218798039,0.194242219,5.043903542,194.4436656,182.8315691,2460773.069,0.788625,1207.188493,3.305101965,3.621,Asteroid,MBA,N,N
 46705 (1997 EE37),46705,2.097801047,2.554560412,2.326180729,0.098177962,5.010899941,113.563968,359.5768438,2460780.611,1.11293,1295.876479,3.547916439,3.563,Asteroid,MBA,N,N
490782 (2010 UA70),490782,2.284567542,2.951344378,2.61795596,0.12734684,10.70262866,62.04467685,311.3003762,2460039.518,1.30169,1547.183879,4.235958601,3.37,Asteroid,MBA,N,N
453594 (2010 LP51),453594,2.297447872,2.966548209,2.631998041,0.127108821,11.89541407,241.2496965,50.61678411,2459934.845,1.30057,1559.648635,4.270085242,3.358,Asteroid,MBA,N,N
600837 (2012 PO29),600837,2.243786378,2.921763218,2.582774798,0.131249701,8.216983847,286.0379356,276.9406629,2460237.769,1.25707,1516.101359,4.150859299,3.397,Asteroid,MBA,N,N
126494 (2002 CG57),126494,2.638600405,2.841992506,2.740296456,0.037111332,2.844179721,295.3170514,269.3963665,2460807.407,1.63472,1656.894096,4.536328804,3.347,Asteroid,MBA,N,N
 96478 (1998 HH129),96478,2.23249664,2.648805098,2.440650869,0.08528636,6.034176769,355.8440186,104.8581401,2460335.881,1.25704,1392.697881,3.812998991,3.489,Asteroid,MBA,N,N
145616 (2006 QV54),145616,2.401662199,3.960036826,3.180849513,0.244962017,19.92610313,351.620257,55.67138294,2460355.295,1.46427,2072.111453,5.673131974,3.061,Asteroid,MBA,N,N
415900 (2001 TM206),415900,1.961091953,3.214449008,2.58777048,0.242169285,14.14188138,124.2302972,262.9131158,2459788.36,1.02204,1520.50222,4.162908199,3.338,Asteroid,MBA,N,N
 70691 (1999 UH18),70691,2.057380649,2.7703269,2.413853774,0.147678012,7.038255504,42.4487672,286.2745986,2459544.289,1.05949,1369.824293,3.750374519,3.493,Asteroid,MBA,N,N
548862 (2010 WG44),548862,2.521978373,2.973839331,2.747908852,0.082219059,9.272212304,35.24812657,19.34222354,2460485.855,1.53345,1663.803033,4.555244442,3.323,Asteroid,MBA,N,N
171444 (2007 RL141),171444,2.17130947,3.063163444,2.617236457,0.170380856,11.60636397,184.6119808,129.0108987,2460411.438,1.17883,1546.546095,4.234212443,3.357,Asteroid,MBA,N,N
434884 (2006 SG360),434884,2.868024987,3.449696906,3.158860947,0.092069883,8.87724785,203.1621548,186.5664651,2460117.72,1.87223,2050.662501,5.614407942,3.18,Asteroid,MBA,N,N
463700 (2014 PP30),463700,1.966483965,2.847641829,2.407062897,0.183035903,2.413683163,93.22386108,299.3136393,2459780.34,0.972973,1364.047785,3.734559302,3.498,Asteroid,MBA,N,N
236784 Livorno (2007 PU27),236784,2.278193818,2.80766272,2.542928269,0.104106142,4.276007003,267.3482955,26.20420013,2460180.822,1.26236,1481.151871,4.055172816,3.433,Asteroid,MBA,N,N
409544 (2005 UU38),409544,2.540605125,3.004980209,2.772792667,0.083737794,4.942292711,66.68456941,5.905485718,2460500.459,1.55411,1686.454087,4.617259649,3.326,Asteroid,MBA,N,N
153444 (2001 QU259),153444,1.708136933,2.837231793,2.272684363,0.248405559,5.404071382,25.26919974,287.8532586,2459581.354,0.703612,1251.431587,3.426232955,3.564,Asteroid,MBA,N,N
610440 (2006 BU172),610440,2.684056877,3.416293706,3.050175291,0.120031926,4.043208499,287.8620542,209.1034783,2459648.171,1.69737,1945.743664,5.327155821,3.222,Asteroid,MBA,N,N
372482 (2009 SX210),372482,2.402938496,2.844150887,2.623544691,0.084087074,8.017222489,15.52752434,73.27834914,2460031.367,1.43248,1552.140842,4.249530027,3.385,Asteroid,MBA,N,N
 50990 (2000 GH94),50990,2.814543379,3.309242151,3.061892765,0.080783164,13.00207086,85.10450684,67.65860366,2459239.202,1.85642,1956.966502,5.357882277,3.189,Asteroid,MBA,N,N
348976 (2006 UJ116),348976,2.700302705,3.421266906,3.060784805,0.117774402,12.45594165,210.224551,74.80528042,2459417.838,1.7177,1955.904392,5.35497438,3.187,Asteroid,MBA,N,N
387867 (2004 RY128),387867,2.247645789,2.598185249,2.422915519,0.072338358,5.831226747,172.0080806,95.85364577,2459868.809,1.24031,1377.545126,3.771513006,3.502,Asteroid,MBA,N,N
324334 (2006 PO),324334,1.88827599,2.576892857,2.232584423,0.15421967,4.186384327,263.697563,10.62601855,2459933.275,0.871466,1218.457155,3.33595388,3.622,Asteroid,MBA,N,N
 35191 (1994 CE3),35191,2.231789833,2.868225317,2.550007575,0.124790901,11.01134366,152.8218179,289.8004524,2459623.297,1.27427,1487.341284,4.072118505,3.404,Asteroid,MBA,N,N
340381 (2006 DU197),340381,2.259219392,2.828515853,2.543867623,0.11189585,13.65420893,345.2235258,191.361884,2459721.318,1.2646,1481.97265,4.057419985,3.396,Asteroid,MBA,N,N
576691 (2012 TQ359),576691,2.733244121,2.893096693,2.813170407,0.028411463,5.033966834,44.31742045,223.634489,2460867.574,1.71949,1723.425392,4.718481565,3.314,Asteroid,MBA,N,N
309264 (2007 RA95),309264,1.920234184,2.829676678,2.374955431,0.191465171,3.560601819,40.17917375,297.9905532,2459635.667,0.913826,1336.846745,3.660086913,3.515,Asteroid,MBA,N,N
361434 (2007 AS8),361434,2.389324733,3.752560968,3.070942851,0.221957278,3.632016192,274.2258189,104.2686594,2459586.82,1.39391,1965.649266,5.38165439,3.19,Asteroid,MBA,N,N
410042 (2006 YN36),410042,1.820245822,3.374896878,2.59757135,0.299250886,3.115272453,341.2222051,52.63592627,2460032.142,0.827672,1529.148472,4.186580349,3.35,Asteroid,MBA,N,N
171801 (2001 DE39),171801,1.866846962,2.657652183,2.262249573,0.174782931,2.28780971,336.6280803,84.92456282,2460457.822,0.880239,1242.822763,3.402663281,3.597,Asteroid,MBA,N,N
234259 (2000 UM75),234259,2.166141263,2.801966608,2.484053935,0.127981389,6.752626298,118.4058507,250.0903767,2460311.422,1.17492,1430.012912,3.915161976,3.456,Asteroid,MBA,N,N
530998 (2012 BM112),530998,1.875863806,2.678532128,2.277197967,0.176240347,4.605376519,313.0488001,217.9618153,2459796.304,0.88325,1255.161496,3.436444889,3.583,Asteroid,MBA,N,N
405917 (2006 KO5),405917,2.04661182,2.73151533,2.389063575,0.143341416,5.42925134,231.3526515,7.303124877,2460630.994,1.03382,1348.776489,3.692748773,3.513,Asteroid,MBA,N,N
310520 (2000 YH38),310520,2.477906293,3.745016179,3.111461236,0.203619745,17.38158641,117.3366932,270.1164927,2459608.629,1.55577,2004.679822,5.488514227,3.117,Asteroid,MBA,N,N
 47089 (1999 AC7),47089,2.218422282,2.597058286,2.407740284,0.078628913,7.563630799,140.3650849,357.9971817,2460798.736,1.23033,1364.623624,3.736135864,3.506,Asteroid,MBA,N,N
543436 (2014 GW62),543436,2.217053395,2.555474181,2.386263788,0.070910179,7.491685185,7.850250221,0.76490784,2460010.225,1.21507,1346.406201,3.686259276,3.52,Asteroid,MBA,N,N
440315 (2004 SR56),440315,2.450360862,3.867406436,3.158883649,0.22429531,11.08521745,167.5784216,200.3975193,2459427.968,1.45133,2050.684608,5.614468467,3.137,Asteroid,MBA,N,N
492072 (2013 JY),492072,1.915815077,3.185283005,2.550549041,0.248861698,3.940970509,153.0651028,106.6052766,2459514.773,0.904399,1487.81504,4.073415578,3.393,Asteroid,MBA,N,N
574333 (2010 JZ44),574333,2.345491826,3.85961275,3.102552288,0.244012153,16.98526504,108.5456479,233.0845629,2459774.872,1.3764,1996.076084,5.464958476,3.109,Asteroid,MBA,N,N
495068 (2011 FF76),495068,2.854507426,3.37196767,3.113237548,0.08310645,5.338233064,12.75829559,215.5167024,2459890.669,1.84611,2006.396753,5.493214931,3.206,Asteroid,MBA,N,N
 91622 (1999 TJ40),91622,2.49575042,3.098485198,2.797117809,0.107742115,4.178993836,48.24643265,310.9375518,2459959.658,1.49415,1708.695063,4.678152122,3.314,Asteroid,MBA,N,N
416126 (2002 QF89),416126,2.099170962,2.791248597,2.44520978,0.141517027,6.210477902,326.7967747,41.89750951,2459596.04,1.10152,1396.60185,3.823687474,3.477,Asteroid,MBA,N,N
585673 (2019 AV16),585673,1.942274591,2.921758371,2.432016481,0.201372768,23.16553772,321.1333525,169.5910413,2459947.857,0.957412,1385.313918,3.7927828,3.371,Asteroid,MBA,N,N
425949 (2011 GL84),425949,2.997012501,3.325583272,3.161297886,0.051967702,11.69317474,115.8985918,178.7658841,2460271.33,1.98039,2053.035969,5.620906145,3.17,Asteroid,MBA,N,N
171684 (2000 RN53),171684,1.81717512,2.675366431,2.246270775,0.191025793,5.078844301,240.2945674,112.8508948,2460367.05,0.818971,1229.678521,3.366676306,3.601,Asteroid,MBA,N,N
278818 (2008 SL257),278818,2.416820003,2.895656851,2.656238427,0.090134388,13.64190712,217.8935141,66.61332043,2460620.729,1.43661,1581.244434,4.329211317,3.342,Asteroid,MBA,N,N
  2365 Interkosmos (1980 YQ),2365,2.244563816,2.842324292,2.543444054,0.11751005,5.352954014,282.7436986,207.887191,2459481.45,1.25966,1481.602529,4.056406651,3.428,Asteroid,MBA,N,N
159702 (2002 RY70),159702,3.012451173,3.287460938,3.149956056,0.043652953,7.852671847,270.9315986,198.8374537,2459344.59,2.02909,2041.997328,5.590683992,3.192,Asteroid,MBA,N,N
204644 (2006 BK32),204644,2.106672584,2.60628841,2.356480497,0.106008903,4.774292676,120.5214414,97.35185481,2460593.902,1.1045,1321.277993,3.617461993,3.542,Asteroid,MBA,N,N
209753 (2005 EQ211),209753,2.106628256,2.814874757,2.460751507,0.143908578,2.417753655,100.1335576,1.72014477,2460301.748,1.12216,1409.938165,3.860200315,3.474,Asteroid,MBA,N,N
571623 (2007 TD461),571623,2.479966946,3.209976702,2.844971824,0.12829824,14.88562357,10.33872934,254.8669949,2461033.855,1.51491,1752.731458,4.798717201,3.246,Asteroid,MBA,N,N
164891 (1999 VD104),164891,1.999916925,3.151761794,2.575839359,0.223586317,2.281106887,211.3698249,171.2130192,2460479.689,1.00237,1509.998756,4.134151281,3.391,Asteroid,MBA,N,N
544178 (2014 SB251),544178,2.198383425,2.911873407,2.555128416,0.139619202,4.983402852,277.264024,111.7852244,2459988.046,1.2086,1491.823777,4.084390902,3.419,Asteroid,MBA,N,N
165631 (2001 FM160),165631,2.306839446,2.920394735,2.613617091,0.11737666,14.1141686,182.8699806,283.3342204,2459447.273,1.36833,1543.339135,4.225432266,3.356,Asteroid,MBA,N,N
 14533 Roy (1997 QY),14533,2.097752043,3.04510848,2.571430262,0.184208075,9.277788739,183.3096822,147.3728379,2459759.083,1.09385,1506.123388,4.123541104,3.387,Asteroid,MBA,N,N
194652 (2001 XL177),194652,1.955059634,2.917059192,2.436059413,0.197449938,2.327544432,167.2613817,275.9658649,2460565.492,0.971437,1388.769727,3.802244291,3.476,Asteroid,MBA,N,N
607997 (2002 TQ212),607997,1.971399477,3.511295807,2.741347642,0.280864839,10.58877161,74.31463592,313.2516471,2460886.833,0.993162,1657.847572,4.53893928,3.268,Asteroid,MBA,N,N
363068 (2000 DS91),363068,2.172104658,2.984033381,2.578069019,0.157468384,3.182431199,164.0108194,285.8772253,2460432.059,1.18991,1511.959774,4.139520258,3.406,Asteroid,MBA,N,N
481436 (2006 VW17),481436,1.922124628,2.470116286,2.196120457,0.12476357,3.305313392,27.4601163,39.9541405,2460040.421,0.936052,1188.728467,3.254561168,3.656,Asteroid,MBA,N,N
249706 (2000 JJ8),249706,2.359712444,2.924498545,2.642105494,0.106881823,14.1068631,204.1776425,351.6287551,2459433.95,1.35728,1568.641347,4.294705946,3.344,Asteroid,MBA,N,N
278116 (2007 CA4),278116,1.988518257,2.521169182,2.254843719,0.118112604,6.659678699,307.9030526,309.6429244,2460764.189,0.980089,1236.724878,3.38596818,3.606,Asteroid,MBA,N,N
197131 (2003 UQ232),197131,2.371571172,3.636884893,3.004228033,0.210588828,5.794356535,219.7425698,249.6081,2460848.895,1.39445,1901.944187,5.207239389,3.21,Asteroid,MBA,N,N
251691 (1995 VW17),251691,2.320378309,2.61248849,2.4664334,0.059217123,5.276838234,237.7631172,187.5619818,2459976.847,1.3326,1414.824319,3.873577875,3.478,Asteroid,MBA,N,N
473663 (2015 XJ347),473663,2.278981753,2.963889459,2.621435606,0.130635997,12.48216727,252.6419647,261.2192432,2460705.041,1.328,1550.269554,4.244406718,3.359,Asteroid,MBA,N,N
580304 (2015 BB240),580304,2.534651825,2.691559395,2.61310561,0.030023197,11.67957863,155.9504001,77.68612073,2460628.075,1.55567,1542.886114,4.22419196,3.379,Asteroid,MBA,N,N
556644 (2014 QN313),556644,2.8295572,3.094111179,2.96183419,0.044660498,1.088893664,67.77054299,253.5961325,2460636.613,1.81626,1861.827925,5.097407051,3.264,Asteroid,MBA,N,N
138906 (2000 YO118),138906,1.917413412,2.535546047,2.226479729,0.138813892,7.932169734,319.7621927,111.547667,2460261.856,0.947499,1213.463018,3.322280678,3.62,Asteroid,MBA,N,N
295308 (2008 GU122),295308,2.262870501,3.015964011,2.639417256,0.142662838,2.952304258,60.99784744,165.7072473,2460895.16,1.25241,1566.24791,4.288153072,3.379,Asteroid,MBA,N,N
404185 (2013 CY110),404185,2.115679297,2.75098267,2.433330984,0.130541915,4.796613854,18.31101977,176.0606085,2460649.107,1.11352,1386.437211,3.795858208,3.49,Asteroid,MBA,N,N
296437 (2009 HY48),296437,1.889579701,2.522190367,2.205885034,0.143391577,5.405560858,120.9160483,146.0049672,2459827.128,0.875666,1196.665411,3.276291337,3.642,Asteroid,MBA,N,N
425974 (2011 HX60),425974,3.051592474,3.089861657,3.070727065,0.00623129,10.41901557,205.7916522,142.3052809,2460372.395,2.05306,1965.44209,5.381087173,3.206,Asteroid,MBA,N,N
348239 Societadante (2004 SB26),348239,2.616155818,3.50682606,3.061490939,0.145463478,11.41157229,78.82018641,269.7283828,2460973.644,1.64097,1956.581282,5.356827604,3.187,Asteroid,MBA,N,N
193194 (2000 QH118),193194,1.941814866,3.161867555,2.55184121,0.239053411,17.48866755,181.5706078,204.9465365,2460811.671,0.954515,1488.945827,4.076511504,3.336,Asteroid,MBA,N,N
153463 (2001 RX4),153463,2.099492544,2.832084774,2.465788659,0.148551302,12.14393181,325.6628158,15.5639614,2460621.153,1.09197,1414.26959,3.87205911,3.441,Asteroid,MBA,N,N
192471 (1998 FF59),192471,2.113001066,2.738804804,2.425902935,0.128983672,2.484536688,87.62293631,54.03883921,2460419.864,1.12561,1380.093648,3.77849048,3.498,Asteroid,MBA,N,N
 22137 Annettelee (2000 VM15),22137,2.224024584,2.827665675,2.52584513,0.119492894,1.705895897,197.7046773,238.9497564,2460742.252,1.23862,1466.251619,4.01437815,3.443,Asteroid,MBA,N,N
553439 (2011 QB8),553439,1.827252588,2.803673976,2.315463282,0.210847953,5.752038011,184.9674442,158.675156,2459710.072,0.820628,1286.931036,3.52342515,3.545,Asteroid,MBA,N,N
505298 (2012 WJ24),505298,2.620969878,3.580918698,3.100944288,0.154783306,13.16872766,59.13840657,327.4995787,2460088.54,1.63636,1994.524487,5.460710436,3.163,Asteroid,MBA,N,N
111793 (2002 CG240),111793,2.016746402,2.642510473,2.329628438,0.134305553,3.275532592,240.9977739,42.45592878,2460492.361,1.00114,1298.758538,3.555807085,3.557,Asteroid,MBA,N,N
341615 (2007 UJ131),341615,3.140644769,3.255817361,3.198231065,0.018005671,15.91310067,265.7089319,279.1573903,2459372.154,2.16168,2089.119019,5.719696152,3.135,Asteroid,MBA,N,N
393201 (2013 CQ197),393201,2.115792738,2.923056209,2.519424474,0.160207912,7.105582562,176.2214544,131.5301034,2459911.016,1.10879,1460.664393,3.999081159,3.428,Asteroid,MBA,N,N
308723 (2006 HZ20),308723,1.976716095,2.907964129,2.442340112,0.190646673,3.302063614,130.3193752,163.4599349,2459665.123,0.960307,1394.14402,3.816958302,3.473,Asteroid,MBA,N,N
202191 (2004 XA48),202191,2.386451907,2.931230889,2.658841398,0.102446686,4.589413722,47.59229406,174.1025831,2460204.623,1.37698,1583.569305,4.335576468,3.375,Asteroid,MBA,N,N
410917 (2009 SJ186),410917,2.837287458,3.290913384,3.064100421,0.074022693,8.726609131,45.58569224,305.8778228,2460831.269,1.84312,1959.083373,5.363677954,3.211,Asteroid,MBA,N,N
443076 (2013 GP27),443076,2.933666904,3.124966392,3.029316648,0.031574693,10.57391709,56.17093025,52.75759969,2459864.419,1.96145,1925.818854,5.272604666,3.217,Asteroid,MBA,N,N
122807 (2000 SS99),122807,2.006042791,3.206229472,2.606136131,0.230261702,5.438782339,342.8971839,0.002112037,2460967.158,0.997514,1536.717627,4.207303564,3.368,Asteroid,MBA,N,N
265519 (2005 MN9),265519,2.12642539,2.731554869,2.428990129,0.124564005,6.873346301,130.3588856,234.9376669,2460684.326,1.13149,1382.728938,3.785705511,3.488,Asteroid,MBA,N,N
603067 (2014 WC242),603067,2.385878955,3.324222924,2.85505094,0.164330513,13.41388157,282.4976734,93.10388492,2460566.713,1.43245,1762.054021,4.824240988,3.244,Asteroid,MBA,N,N
244507 (2002 TK154),244507,2.743850911,3.105053271,2.924452091,0.061755561,11.29871395,226.1345356,167.3186765,2460045.649,1.75101,1826.691439,5.001208594,3.247,Asteroid,MBA,N,N
279977 (2001 TU104),279977,1.83891732,2.787226757,2.313072038,0.20498917,4.31693695,7.983623323,288.0563114,2459687.844,0.828209,1284.937976,3.51796845,3.551,Asteroid,MBA,N,N
569909 (2005 YX226),569909,2.49634293,2.884407727,2.690375328,0.07212094,4.068575947,117.9283606,143.8453681,2460876.186,1.48139,1611.824432,4.412934789,3.365,Asteroid,MBA,N,N
583475 (2016 GV257),583475,2.269171042,2.825322875,2.547246958,0.109167239,4.160051262,168.8719083,207.8162462,2459712.377,1.27037,1484.926663,4.065507633,3.43,Asteroid,MBA,N,N
338867 (2003 YT174),338867,2.948862468,3.103271549,3.026067008,0.025513163,7.187592322,92.39945788,150.6643267,2459438.878,1.93605,1922.720859,5.264122818,3.232,Asteroid,MBA,N,N
263372 (2008 CM166),263372,2.049481922,2.80811635,2.428799136,0.156174798,2.865608594,132.532274,316.0395075,2459815.233,1.0658,1382.565853,3.785259009,3.49,Asteroid,MBA,N,N
 21976 (1999 XV2),21976,1.975116627,2.791783368,2.383449998,0.171320301,7.826916271,258.7624836,273.9091663,2460005.651,0.997387,1344.025457,3.679741157,3.504,Asteroid,MBA,N,N
 55144 (2001 QK198),55144,2.575624546,3.743266078,3.159445312,0.184785843,1.551566995,165.1738897,188.9947483,2460262.942,1.57004,2051.231563,5.615965949,3.178,Asteroid,MBA,N,N
489163 (2006 ET67),489163,2.777102123,3.229426083,3.003264103,0.075305392,6.366019067,138.8086889,206.2523909,2460581.889,1.77007,1901.02888,5.204733415,3.238,Asteroid,MBA,N,N
 64800 (2001 XA210),64800,2.048498217,2.745270619,2.396884418,0.145349604,6.585433739,147.9810574,194.4051724,2460067.63,1.04015,1355.404943,3.710896489,3.505,Asteroid,MBA,N,N
106244 (2000 UX48),106244,2.892791325,3.255216854,3.074004089,0.058950073,11.31547473,54.46100205,284.4134285,2459346.396,1.91161,1968.589155,5.389703368,3.197,Asteroid,MBA,N,N
422808 (2001 YP58),422808,1.940276634,3.259044433,2.599660534,0.253642309,14.87205506,86.56607988,309.9805675,2459777.156,0.982359,1530.993647,4.19163216,3.323,Asteroid,MBA,N,N
346220 (2007 YK57),346220,2.856876174,3.135830442,2.996353308,0.046548961,12.06729149,270.152996,142.717321,2459993.134,1.87792,1894.470985,5.186778877,3.219,Asteroid,MBA,N,N
  9070 Ensab (1993 OZ2),9070,1.719029689,4.297107145,3.008068417,0.428527064,21.61835036,116.3875359,248.9966444,2460668.805,0.830863,1905.59231,5.217227407,3.007,Asteroid,MBA,N,N
158623 Perali (2003 BS4),158623,1.987763218,2.606505104,2.297134161,0.134676915,6.597228133,184.3573863,202.7703771,2459981.002,0.992458,1271.68037,3.481671101,3.573,Asteroid,MBA,N,N
 33471 Ozuna (1999 FV38),33471,1.945147067,2.606601413,2.27587424,0.145318738,3.774117174,323.4109377,267.8307851,2460207.014,0.938136,1254.067223,3.433448935,3.592,Asteroid,MBA,N,N
139946 (2001 RR138),139946,2.342283953,3.037967689,2.690125821,0.129303197,11.7068587,3.058706127,179.8610834,2459487.627,1.34353,1611.600214,4.412320915,3.331,Asteroid,MBA,N,N
  5719 Krizik (1983 RX),5719,1.841788892,2.594233663,2.218011278,0.169621493,4.366122643,319.6462928,339.9809293,2459944.74,0.826346,1206.546466,3.303344192,3.629,Asteroid,MBA,N,N
423632 (2005 WW196),423632,2.027198048,3.267916991,2.647557519,0.234313879,13.61650813,223.2321684,196.4320744,2459986.032,1.04133,1573.499224,4.308006089,3.313,Asteroid,MBA,N,N
319092 (2005 WE147),319092,2.744025829,3.217919472,2.98097265,0.079486412,1.113897834,339.47227,177.5565553,2459739.54,1.75196,1879.902884,5.14689359,3.254,Asteroid,MBA,N,N
307851 (2003 YT146),307851,2.000985063,3.188160864,2.594572964,0.228780577,13.58530181,83.04827676,29.52602519,2460601.052,1.02699,1526.501584,4.179333563,3.342,Asteroid,MBA,N,N
576686 (2012 TH357),576686,2.448586379,2.87626084,2.66242361,0.080316757,4.717500409,196.1681819,152.8545857,2460799.516,1.44285,1586.770656,4.34434129,3.376,Asteroid,MBA,N,N
  8684 Reichwein (1992 FO3),8684,2.073562757,2.257262535,2.165412646,0.042416806,1.237493054,184.8554089,202.878579,2459847.088,1.07623,1163.883282,3.186538759,3.692,Asteroid,MBA,N,N
555223 (2013 TP85),555223,2.786559948,2.832974712,2.80976733,0.008259539,0.989322829,59.14928272,146.5399973,2460930.622,1.7774,1720.29911,4.709922273,3.321,Asteroid,MBA,N,N
118788 (2000 RN99),118788,2.385318553,2.790741713,2.588030133,0.078326592,13.29051455,306.3154353,115.7144671,2459638.661,1.43077,1520.731072,4.163534763,3.379,Asteroid,MBA,N,N
192824 (1999 VD91),192824,2.522699807,2.895391835,2.709045821,0.068786586,8.81951911,214.7255696,190.5768336,2459691.736,1.53085,1628.63196,4.458951294,3.343,Asteroid,MBA,N,N
135785 (2002 RH84),135785,2.126629771,3.14790318,2.637266476,0.193623477,2.420318066,337.2760602,59.88137997,2460472.355,1.13411,1564.333869,4.282912713,3.369,Asteroid,MBA,N,N
283320 (1994 SB12),283320,1.970285094,2.607313969,2.288799532,0.139162226,4.751858704,176.4413566,148.6212549,2459633.4,0.959808,1264.765646,3.46273962,3.582,Asteroid,MBA,N,N
239962 (2001 KB52),239962,2.018798609,3.48514106,2.751969835,0.266416883,26.42344949,137.2979633,138.9034476,2460478.441,1.05391,1667.492659,4.565346088,3.146,Asteroid,MBA,N,N
623172 (2015 PR231),623172,1.991155495,3.087665628,2.539410561,0.215898553,2.273520494,155.5012246,175.3153119,2460196.411,0.979801,1478.079553,4.046761266,3.412,Asteroid,MBA,N,N
236579 (2006 HE101),236579,2.671233853,2.913263408,2.792248631,0.043339542,4.045224946,136.5381762,248.813361,2459690.466,1.6765,1704.235301,4.66594196,3.324,Asteroid,MBA,N,N
598930 (2009 HN111),598930,2.041823427,2.714287783,2.378055605,0.141389536,3.387072944,62.02067365,200.9179156,2460415.843,1.02595,1339.4652,3.667255851,3.524,Asteroid,MBA,N,N
237277 Nevaruth (2008 XR2),237277,2.527704538,3.558306675,3.043005607,0.169339507,1.666327902,253.6130307,238.5463219,2460891.34,1.54131,1938.887254,5.308383995,3.217,Asteroid,MBA,N,N
263622 (2008 GS36),263622,1.977993582,2.774053062,2.376023322,0.16751929,9.234972664,62.89146415,49.13670423,2459614.299,1.00673,1337.748509,3.662555809,3.505,Asteroid,MBA,N,N
 57635 (2001 TF183),57635,1.962528184,2.782650484,2.372589334,0.172832755,4.184883231,314.5220739,260.0260608,2460849.598,0.960372,1334.849452,3.654618622,3.52,Asteroid,MBA,N,N
  9835 (1984 UD),9835,2.070773533,3.420932753,2.745853143,0.24585423,9.176717058,26.99143035,25.56645623,2461002.429,1.08431,1661.936347,4.550133735,3.285,Asteroid,MBA,N,N
 86584 (2000 ES57),86584,1.988255333,2.697481085,2.342868209,0.151358439,4.008808863,330.2733409,92.98851536,2460437.884,1.0051,1309.845933,3.586162718,3.544,Asteroid,MBA,N,N
242889 (2006 JP47),242889,1.857205562,3.247336763,2.552271163,0.272332192,12.9313927,43.00490852,256.6723685,2459997.153,0.891819,1489.322145,4.077541807,3.352,Asteroid,MBA,N,N
512963 (2017 SQ35),512963,2.035122785,2.825402897,2.430262841,0.16259149,7.34775489,76.35821747,264.3737291,2460684.266,1.04188,1383.815838,3.788681281,3.479,Asteroid,MBA,N,N
500250 (2012 KE5),500250,2.488409802,2.923616107,2.706012955,0.080414675,6.374793246,90.74170261,187.355095,2459463.969,1.47148,1625.897765,4.451465475,3.352,Asteroid,MBA,N,N
101445 (1998 VG47),101445,2.19991802,2.895240082,2.547579051,0.13646722,14.04879469,59.21440574,169.9306477,2460765.106,1.18942,1485.217064,4.066302707,3.387,Asteroid,MBA,N,N
614034 (2008 RU81),614034,2.246968146,3.862606068,3.054787107,0.26444362,22.52845188,333.0160804,49.91119167,2460706.127,1.3039,1950.158231,5.339242248,3.068,Asteroid,MBA,N,N
113458 (2002 SH49),113458,1.832552871,2.620288361,2.226420616,0.17690626,5.552422545,46.90652087,271.5054989,2459696.332,0.829318,1213.414692,3.322148368,3.619,Asteroid,MBA,N,N
458328 (2010 VN121),458328,2.352610857,3.215347797,2.783979327,0.154946722,10.63440139,79.32662316,338.4259603,2460595.62,1.36771,1696.670215,4.645229884,3.289,Asteroid,MBA,N,N
414049 (2007 RQ210),414049,2.066616662,2.442304095,2.254460379,0.083320922,3.455415816,317.8417008,14.28879768,2460501.941,1.05536,1236.409512,3.385104756,3.618,Asteroid,MBA,N,N
588544 (2008 FT138),588544,2.834812446,3.274179606,3.054496026,0.071921384,10.32217504,157.8836888,54.01571543,2460375.578,1.84461,1949.879501,5.338479126,3.207,Asteroid,MBA,N,N
431100 (2006 EL4),431100,2.411053497,2.910548819,2.660801158,0.093861828,6.621429645,146.2910176,188.809204,2460888.854,1.40053,1585.320437,4.340370805,3.37,Asteroid,MBA,N,N
